Date,Weekday,District,Category,Incidents
2/1/2015,Tuesday,Ingleside,Arson,3
2/1/2015,Tuesday,Ingleside,Burglary,8
2/1/2015,Tuesday,Ingleside,Larceny,25
2/1/2015,Tuesday,Ingleside,Vandalism,7
2/1/2015,Tuesday,Ingleside,Vehicle Theft,23
2/1/2015,Tuesday,Mission,Burglary,4
2/1/2015,Tuesday,Mission,Larceny,32
2/1/2015,Tuesday,Mission,Stolen Property,5
2/1/2015,Tuesday,Mission,Vandalism,10
2/1/2015,Tuesday,Mission,Vehicle Theft,12
2/1/2015,Tuesday,Northern,Arson,1
2/1/2015,Tuesday,Northern,Burglary,15
2/1/2015,Tuesday,Northern,Larceny,59
2/1/2015,Tuesday,Northern,Stolen Property,3
2/1/2015,Tuesday,Northern,Vandalism,7
2/1/2015,Tuesday,Northern,Vehicle Theft,12
2/1/2015,Tuesday,Park,Burglary,2
2/1/2015,Tuesday,Park,Larceny,20
2/1/2015,Tuesday,Park,Vandalism,3
2/1/2015,Tuesday,Park,Vehicle Theft,3
2/1/2015,Tuesday,Richmond,Burglary,8
2/1/2015,Tuesday,Richmond,Larceny,50
2/1/2015,Tuesday,Richmond,Stolen Property,1
2/1/2015,Tuesday,Richmond,Vandalism,4
2/1/2015,Tuesday,Richmond,Vehicle Theft,1
2/1/2015,Tuesday,Southern,Burglary,10
2/1/2015,Tuesday,Southern,Larceny,125
2/1/2015,Tuesday,Southern,Stolen Property,1
2/1/2015,Tuesday,Southern,Vandalism,10
2/1/2015,Tuesday,Southern,Vehicle Theft,3
2/1/2015,Tuesday,Taraval,Arson,1
2/1/2015,Tuesday,Taraval,Burglary,3
2/1/2015,Tuesday,Taraval,Larceny,26
2/1/2015,Tuesday,Taraval,Stolen Property,2
2/1/2015,Tuesday,Taraval,Vandalism,7
2/1/2015,Tuesday,Taraval,Vehicle Theft,8
2/1/2015,Tuesday,Tenderloin,Burglary,2
2/1/2015,Tuesday,Tenderloin,Larceny,24
2/1/2015,Tuesday,Tenderloin,Vandalism,5
2/1/2015,Tuesday,Tenderloin,Vehicle Theft,2
2/1/2015,Wednesday,Bayview,Arson,1
2/1/2015,Wednesday,Bayview,Burglary,7
2/1/2015,Wednesday,Bayview,Larceny,22
2/1/2015,Wednesday,Bayview,Stolen Property,1
2/1/2015,Wednesday,Bayview,Vandalism,6
2/1/2015,Wednesday,Bayview,Vehicle Theft,14
2/1/2015,Wednesday,Central,Burglary,13
2/1/2015,Wednesday,Central,Larceny,64
2/1/2015,Wednesday,Central,Stolen Property,4
2/1/2015,Wednesday,Central,Vandalism,3
2/1/2015,Wednesday,Central,Vehicle Theft,3
2/1/2015,Wednesday,Ingleside,Burglary,7
2/1/2015,Wednesday,Ingleside,Larceny,28
2/1/2015,Wednesday,Ingleside,Vandalism,7
2/1/2015,Wednesday,Ingleside,Vehicle Theft,21
2/1/2015,Wednesday,Mission,Burglary,5
2/1/2015,Wednesday,Mission,Larceny,21
2/1/2015,Wednesday,Mission,Stolen Property,2
2/1/2015,Wednesday,Mission,Vandalism,8
2/1/2015,Wednesday,Mission,Vehicle Theft,5
2/1/2015,Wednesday,Northern,Burglary,17
2/1/2015,Wednesday,Northern,Larceny,78
2/1/2015,Wednesday,Northern,Stolen Property,4
2/1/2015,Wednesday,Northern,Vandalism,9
2/1/2015,Wednesday,Northern,Vehicle Theft,9
2/1/2015,Wednesday,Park,Burglary,10
2/1/2015,Wednesday,Park,Larceny,21
2/1/2015,Wednesday,Park,Vandalism,5
2/1/2015,Wednesday,Park,Vehicle Theft,10
2/1/2015,Wednesday,Richmond,Burglary,2
2/1/2015,Wednesday,Richmond,Larceny,39
2/1/2015,Wednesday,Richmond,Vandalism,3
2/1/2015,Wednesday,Richmond,Vehicle Theft,12
2/1/2015,Wednesday,Southern,Arson,3
2/1/2015,Wednesday,Southern,Burglary,9
2/1/2015,Wednesday,Southern,Larceny,129
2/1/2015,Wednesday,Southern,Stolen Property,3
2/1/2015,Wednesday,Southern,Vandalism,17
2/1/2015,Wednesday,Southern,Vehicle Theft,7
2/1/2015,Wednesday,Taraval,Burglary,4
2/1/2015,Wednesday,Taraval,Larceny,23
2/1/2015,Wednesday,Taraval,Vandalism,3
2/1/2015,Wednesday,Taraval,Vehicle Theft,3
2/1/2015,Wednesday,Tenderloin,Burglary,5
2/1/2015,Wednesday,Tenderloin,Larceny,22
2/1/2015,Wednesday,Tenderloin,Stolen Property,1
2/1/2015,Wednesday,Tenderloin,Vandalism,2
3/1/2015,Friday,Bayview,Burglary,8
3/1/2015,Friday,Bayview,Larceny,37
3/1/2015,Friday,Bayview,Stolen Property,1
3/1/2015,Friday,Bayview,Vandalism,9
3/1/2015,Friday,Bayview,Vehicle Theft,13
3/1/2015,Friday,Central,Burglary,9
3/1/2015,Friday,Central,Larceny,79
3/1/2015,Friday,Central,Stolen Property,1
3/1/2015,Friday,Central,Vandalism,21
3/1/2015,Friday,Central,Vehicle Theft,6
3/1/2015,Friday,Ingleside,Burglary,7
3/1/2015,Friday,Ingleside,Larceny,15
3/1/2015,Friday,Ingleside,Vandalism,10
3/1/2015,Friday,Ingleside,Vehicle Theft,8
3/1/2015,Friday,Mission,Burglary,12
3/1/2015,Friday,Mission,Larceny,18
3/1/2015,Friday,Mission,Stolen Property,1
3/1/2015,Friday,Mission,Vandalism,10
3/1/2015,Friday,Mission,Vehicle Theft,11
3/1/2015,Friday,Northern,Arson,1
3/1/2015,Friday,Northern,Burglary,14
3/1/2015,Friday,Northern,Larceny,103
3/1/2015,Friday,Northern,Stolen Property,1
3/1/2015,Friday,Northern,Vandalism,9
3/1/2015,Friday,Northern,Vehicle Theft,20
3/1/2015,Friday,Park,Burglary,6
3/1/2015,Friday,Park,Larceny,28
3/1/2015,Friday,Park,Vandalism,4
3/1/2015,Friday,Park,Vehicle Theft,4
3/1/2015,Friday,Richmond,Burglary,7
3/1/2015,Friday,Richmond,Larceny,44
3/1/2015,Friday,Richmond,Stolen Property,1
3/1/2015,Friday,Richmond,Vandalism,7
3/1/2015,Friday,Richmond,Vehicle Theft,13
3/1/2015,Friday,Southern,Arson,2
3/1/2015,Friday,Southern,Burglary,8
3/1/2015,Friday,Southern,Larceny,130
3/1/2015,Friday,Southern,Vandalism,9
3/1/2015,Friday,Southern,Vehicle Theft,10
3/1/2015,Friday,Taraval,Burglary,10
3/1/2015,Friday,Taraval,Larceny,26
3/1/2015,Friday,Taraval,Vandalism,10
3/1/2015,Friday,Taraval,Vehicle Theft,8
3/1/2015,Friday,Tenderloin,Burglary,3
3/1/2015,Friday,Tenderloin,Larceny,31
3/1/2015,Friday,Tenderloin,Vandalism,5
3/1/2015,Friday,Tenderloin,Vehicle Theft,2
3/1/2015,Monday,Bayview,Arson,1
3/1/2015,Monday,Bayview,Burglary,8
3/1/2015,Monday,Bayview,Larceny,38
3/1/2015,Monday,Bayview,Stolen Property,1
3/1/2015,Monday,Bayview,Vandalism,7
3/1/2015,Monday,Bayview,Vehicle Theft,12
3/1/2015,Monday,Central,Burglary,5
3/1/2015,Monday,Central,Larceny,98
3/1/2015,Monday,Central,Vandalism,15
3/1/2015,Monday,Central,Vehicle Theft,5
3/1/2015,Monday,Ingleside,Burglary,9
3/1/2015,Monday,Ingleside,Larceny,31
3/1/2015,Monday,Ingleside,Vandalism,18
3/1/2015,Monday,Ingleside,Vehicle Theft,17
3/1/2015,Monday,Mission,Arson,2
3/1/2015,Monday,Mission,Burglary,10
3/1/2015,Monday,Mission,Larceny,37
3/1/2015,Monday,Mission,Vandalism,10
3/1/2015,Monday,Mission,Vehicle Theft,16
3/1/2015,Monday,Northern,Burglary,15
3/1/2015,Monday,Northern,Larceny,116
3/1/2015,Monday,Northern,Stolen Property,3
3/1/2015,Monday,Northern,Vandalism,12
3/1/2015,Monday,Northern,Vehicle Theft,9
3/1/2015,Monday,Park,Burglary,9
3/1/2015,Monday,Park,Larceny,33
3/1/2015,Monday,Park,Stolen Property,4
3/1/2015,Monday,Park,Vandalism,11
3/1/2015,Monday,Park,Vehicle Theft,8
3/1/2015,Monday,Richmond,Burglary,7
3/1/2015,Monday,Richmond,Larceny,52
3/1/2015,Monday,Richmond,Stolen Property,1
3/1/2015,Monday,Richmond,Vandalism,5
3/1/2015,Monday,Richmond,Vehicle Theft,5
3/1/2015,Monday,Southern,Arson,1
3/1/2015,Monday,Southern,Burglary,14
3/1/2015,Monday,Southern,Larceny,148
3/1/2015,Monday,Southern,Stolen Property,4
3/1/2015,Monday,Southern,Vandalism,21
3/1/2015,Monday,Southern,Vehicle Theft,3
3/1/2015,Monday,Taraval,Burglary,10
3/1/2015,Monday,Taraval,Larceny,24
3/1/2015,Monday,Taraval,Stolen Property,1
3/1/2015,Monday,Taraval,Vandalism,9
3/1/2015,Monday,Taraval,Vehicle Theft,10
3/1/2015,Monday,Tenderloin,Burglary,2
3/1/2015,Monday,Tenderloin,Larceny,32
3/1/2015,Monday,Tenderloin,Stolen Property,1
3/1/2015,Monday,Tenderloin,Vandalism,5
3/1/2015,Saturday,Bayview,Arson,2
3/1/2015,Saturday,Bayview,Burglary,4
3/1/2015,Saturday,Bayview,Larceny,18
3/1/2015,Saturday,Bayview,Stolen Property,2
3/1/2015,Saturday,Bayview,Vandalism,10
3/1/2015,Saturday,Bayview,Vehicle Theft,12
3/1/2015,Saturday,Central,Burglary,8
3/1/2015,Saturday,Central,Larceny,97
3/1/2015,Saturday,Central,Stolen Property,4
3/1/2015,Saturday,Central,Vandalism,17
3/1/2015,Saturday,Central,Vehicle Theft,10
3/1/2015,Saturday,Ingleside,Burglary,7
3/1/2015,Saturday,Ingleside,Larceny,21
3/1/2015,Saturday,Ingleside,Stolen Property,1
3/1/2015,Saturday,Ingleside,Vandalism,8
3/1/2015,Saturday,Ingleside,Vehicle Theft,17
3/1/2015,Saturday,Mission,Burglary,9
3/1/2015,Saturday,Mission,Larceny,23
3/1/2015,Saturday,Mission,Vandalism,6
3/1/2015,Saturday,Mission,Vehicle Theft,8
3/1/2015,Saturday,Northern,Arson,1
3/1/2015,Saturday,Northern,Burglary,15
3/1/2015,Saturday,Northern,Larceny,127
3/1/2015,Saturday,Northern,Stolen Property,2
3/1/2015,Saturday,Northern,Vandalism,14
3/1/2015,Saturday,Northern,Vehicle Theft,7
3/1/2015,Saturday,Park,Burglary,4
3/1/2015,Saturday,Park,Larceny,22
3/1/2015,Saturday,Park,Stolen Property,1
3/1/2015,Saturday,Park,Vandalism,8
3/1/2015,Saturday,Park,Vehicle Theft,5
3/1/2015,Saturday,Richmond,Arson,1
3/1/2015,Saturday,Richmond,Burglary,4
3/1/2015,Saturday,Richmond,Larceny,35
3/1/2015,Saturday,Richmond,Stolen Property,2
3/1/2015,Saturday,Richmond,Vandalism,7
3/1/2015,Saturday,Richmond,Vehicle Theft,5
3/1/2015,Saturday,Southern,Burglary,8
3/1/2015,Saturday,Southern,Larceny,165
3/1/2015,Saturday,Southern,Stolen Property,3
3/1/2015,Saturday,Southern,Vandalism,21
3/1/2015,Saturday,Southern,Vehicle Theft,7
3/1/2015,Saturday,Taraval,Burglary,4
3/1/2015,Saturday,Taraval,Larceny,33
3/1/2015,Saturday,Taraval,Vandalism,7
3/1/2015,Saturday,Taraval,Vehicle Theft,9
3/1/2015,Saturday,Tenderloin,Burglary,3
3/1/2015,Saturday,Tenderloin,Larceny,43
3/1/2015,Saturday,Tenderloin,Stolen Property,1
3/1/2015,Saturday,Tenderloin,Vandalism,3
3/1/2015,Saturday,Tenderloin,Vehicle Theft,1
3/1/2015,Sunday,Bayview,Arson,1
3/1/2015,Sunday,Bayview,Burglary,3
3/1/2015,Sunday,Bayview,Larceny,27
3/1/2015,Sunday,Bayview,Stolen Property,1
3/1/2015,Sunday,Bayview,Vandalism,13
3/1/2015,Sunday,Bayview,Vehicle Theft,15
3/1/2015,Sunday,Central,Burglary,7
3/1/2015,Sunday,Central,Larceny,82
3/1/2015,Sunday,Central,Stolen Property,1
3/1/2015,Sunday,Central,Vandalism,19
3/1/2015,Sunday,Central,Vehicle Theft,11
3/1/2015,Sunday,Ingleside,Burglary,9
3/1/2015,Sunday,Ingleside,Larceny,40
3/1/2015,Sunday,Ingleside,Vandalism,19
3/1/2015,Sunday,Ingleside,Vehicle Theft,21
3/1/2015,Sunday,Mission,Burglary,3
3/1/2015,Sunday,Mission,Larceny,31
3/1/2015,Sunday,Mission,Stolen Property,1
3/1/2015,Sunday,Mission,Vandalism,15
3/1/2015,Sunday,Mission,Vehicle Theft,20
3/1/2015,Sunday,Northern,Burglary,11
3/1/2015,Sunday,Northern,Larceny,113
3/1/2015,Sunday,Northern,Vandalism,10
3/1/2015,Sunday,Northern,Vehicle Theft,8
3/1/2015,Sunday,Park,Burglary,6
3/1/2015,Sunday,Park,Larceny,29
3/1/2015,Sunday,Park,Stolen Property,1
3/1/2015,Sunday,Park,Vandalism,7
3/1/2015,Sunday,Park,Vehicle Theft,8
3/1/2015,Sunday,Richmond,Burglary,6
3/1/2015,Sunday,Richmond,Larceny,35
3/1/2015,Sunday,Richmond,Stolen Property,1
3/1/2015,Sunday,Richmond,Vandalism,8
3/1/2015,Sunday,Richmond,Vehicle Theft,11
3/1/2015,Sunday,Southern,Burglary,11
3/1/2015,Sunday,Southern,Larceny,159
3/1/2015,Sunday,Southern,Stolen Property,3
3/1/2015,Sunday,Southern,Vandalism,18
3/1/2015,Sunday,Southern,Vehicle Theft,9
3/1/2015,Sunday,Taraval,Arson,1
3/1/2015,Sunday,Taraval,Burglary,4
3/1/2015,Sunday,Taraval,Larceny,28
3/1/2015,Sunday,Taraval,Stolen Property,1
3/1/2015,Sunday,Taraval,Vandalism,8
3/1/2015,Sunday,Taraval,Vehicle Theft,11
3/1/2015,Sunday,Tenderloin,Burglary,3
3/1/2015,Sunday,Tenderloin,Larceny,33
3/1/2015,Sunday,Tenderloin,Stolen Property,1
3/1/2015,Sunday,Tenderloin,Vandalism,10
3/1/2015,Thursday,Bayview,Arson,1
3/1/2015,Thursday,Bayview,Burglary,6
3/1/2015,Thursday,Bayview,Larceny,36
3/1/2015,Thursday,Bayview,Stolen Property,2
3/1/2015,Thursday,Bayview,Vandalism,7
3/1/2015,Thursday,Bayview,Vehicle Theft,11
3/1/2015,Thursday,Central,Burglary,8
3/1/2015,Thursday,Central,Larceny,54
3/1/2015,Thursday,Central,Stolen Property,3
3/1/2015,Thursday,Central,Vandalism,8
3/1/2015,Thursday,Central,Vehicle Theft,4
3/1/2015,Thursday,Ingleside,Burglary,9
3/1/2015,Thursday,Ingleside,Larceny,21
3/1/2015,Thursday,Ingleside,Stolen Property,1
3/1/2015,Thursday,Ingleside,Vandalism,8
3/1/2015,Thursday,Ingleside,Vehicle Theft,26
3/1/2015,Thursday,Mission,Arson,1
3/1/2015,Thursday,Mission,Burglary,5
3/1/2015,Thursday,Mission,Larceny,24
3/1/2015,Thursday,Mission,Stolen Property,3
3/1/2015,Thursday,Mission,Vandalism,3
3/1/2015,Thursday,Mission,Vehicle Theft,5
3/1/2015,Thursday,Northern,Burglary,9
3/1/2015,Thursday,Northern,Larceny,88
3/1/2015,Thursday,Northern,Stolen Property,2
3/1/2015,Thursday,Northern,Vandalism,11
3/1/2015,Thursday,Northern,Vehicle Theft,9
3/1/2015,Thursday,Park,Burglary,11
3/1/2015,Thursday,Park,Larceny,27
3/1/2015,Thursday,Park,Vandalism,4
3/1/2015,Thursday,Park,Vehicle Theft,7
3/1/2015,Thursday,Richmond,Arson,1
3/1/2015,Thursday,Richmond,Burglary,3
3/1/2015,Thursday,Richmond,Larceny,29
3/1/2015,Thursday,Richmond,Vandalism,3
3/1/2015,Thursday,Richmond,Vehicle Theft,4
3/1/2015,Thursday,Southern,Burglary,12
3/1/2015,Thursday,Southern,Larceny,99
3/1/2015,Thursday,Southern,Stolen Property,4
3/1/2015,Thursday,Southern,Vandalism,13
3/1/2015,Thursday,Southern,Vehicle Theft,6
3/1/2015,Thursday,Taraval,Arson,1
3/1/2015,Thursday,Taraval,Burglary,5
3/1/2015,Thursday,Taraval,Larceny,26
3/1/2015,Thursday,Taraval,Stolen Property,1
3/1/2015,Thursday,Taraval,Vandalism,6
3/1/2015,Thursday,Taraval,Vehicle Theft,3
3/1/2015,Thursday,Tenderloin,Burglary,2
3/1/2015,Thursday,Tenderloin,Larceny,32
3/1/2015,Thursday,Tenderloin,Vandalism,4
3/1/2015,Tuesday,Bayview,Arson,1
3/1/2015,Tuesday,Bayview,Burglary,4
3/1/2015,Tuesday,Bayview,Larceny,40
3/1/2015,Tuesday,Bayview,Vandalism,13
3/1/2015,Tuesday,Bayview,Vehicle Theft,4
3/1/2015,Tuesday,Central,Burglary,13
3/1/2015,Tuesday,Central,Larceny,96
3/1/2015,Tuesday,Central,Stolen Property,1
3/1/2015,Tuesday,Central,Vandalism,12
3/1/2015,Tuesday,Central,Vehicle Theft,8
3/1/2015,Tuesday,Ingleside,Burglary,6
3/1/2015,Tuesday,Ingleside,Larceny,34
3/1/2015,Tuesday,Ingleside,Stolen Property,1
3/1/2015,Tuesday,Ingleside,Vandalism,11
3/1/2015,Tuesday,Ingleside,Vehicle Theft,20
3/1/2015,Tuesday,Mission,Burglary,12
3/1/2015,Tuesday,Mission,Larceny,30
3/1/2015,Tuesday,Mission,Vandalism,15
3/1/2015,Tuesday,Mission,Vehicle Theft,14
3/1/2015,Tuesday,Northern,Burglary,12
3/1/2015,Tuesday,Northern,Larceny,88
3/1/2015,Tuesday,Northern,Stolen Property,2
3/1/2015,Tuesday,Northern,Vandalism,8
3/1/2015,Tuesday,Northern,Vehicle Theft,10
3/1/2015,Tuesday,Park,Burglary,4
3/1/2015,Tuesday,Park,Larceny,31
3/1/2015,Tuesday,Park,Stolen Property,1
3/1/2015,Tuesday,Park,Vandalism,11
3/1/2015,Tuesday,Park,Vehicle Theft,8
3/1/2015,Tuesday,Richmond,Burglary,9
3/1/2015,Tuesday,Richmond,Larceny,71
3/1/2015,Tuesday,Richmond,Vandalism,7
3/1/2015,Tuesday,Richmond,Vehicle Theft,8
3/1/2015,Tuesday,Southern,Arson,1
3/1/2015,Tuesday,Southern,Burglary,7
3/1/2015,Tuesday,Southern,Larceny,156
3/1/2015,Tuesday,Southern,Stolen Property,5
3/1/2015,Tuesday,Southern,Vandalism,14
3/1/2015,Tuesday,Southern,Vehicle Theft,9
3/1/2015,Tuesday,Taraval,Burglary,7
3/1/2015,Tuesday,Taraval,Larceny,34
3/1/2015,Tuesday,Taraval,Stolen Property,3
3/1/2015,Tuesday,Taraval,Vandalism,5
3/1/2015,Tuesday,Taraval,Vehicle Theft,9
3/1/2015,Tuesday,Tenderloin,Burglary,5
3/1/2015,Tuesday,Tenderloin,Larceny,30
3/1/2015,Tuesday,Tenderloin,Vandalism,3
3/1/2015,Tuesday,Tenderloin,Vehicle Theft,1
3/1/2015,Wednesday,Bayview,Burglary,10
3/1/2015,Wednesday,Bayview,Larceny,23
3/1/2015,Wednesday,Bayview,Stolen Property,4
3/1/2015,Wednesday,Bayview,Vandalism,8
3/1/2015,Wednesday,Bayview,Vehicle Theft,10
3/1/2015,Wednesday,Central,Arson,1
3/1/2015,Wednesday,Central,Burglary,5
3/1/2015,Wednesday,Central,Larceny,93
3/1/2015,Wednesday,Central,Stolen Property,1
3/1/2015,Wednesday,Central,Vandalism,10
3/1/2015,Wednesday,Central,Vehicle Theft,3
3/1/2015,Wednesday,Ingleside,Burglary,6
3/1/2015,Wednesday,Ingleside,Larceny,23
3/1/2015,Wednesday,Ingleside,Stolen Property,1
3/1/2015,Wednesday,Ingleside,Vandalism,12
3/1/2015,Wednesday,Ingleside,Vehicle Theft,16
3/1/2015,Wednesday,Mission,Burglary,5
3/1/2015,Wednesday,Mission,Larceny,27
3/1/2015,Wednesday,Mission,Stolen Property,2
3/1/2015,Wednesday,Mission,Vandalism,7
3/1/2015,Wednesday,Mission,Vehicle Theft,15
3/1/2015,Wednesday,Northern,Arson,1
3/1/2015,Wednesday,Northern,Burglary,12
3/1/2015,Wednesday,Northern,Larceny,86
3/1/2015,Wednesday,Northern,Stolen Property,4
3/1/2015,Wednesday,Northern,Vandalism,6
3/1/2015,Wednesday,Northern,Vehicle Theft,8
3/1/2015,Wednesday,Park,Burglary,2
3/1/2015,Wednesday,Park,Larceny,22
3/1/2015,Wednesday,Park,Vandalism,3
3/1/2015,Wednesday,Park,Vehicle Theft,8
3/1/2015,Wednesday,Richmond,Burglary,4
3/1/2015,Wednesday,Richmond,Larceny,48
3/1/2015,Wednesday,Richmond,Vandalism,5
3/1/2015,Wednesday,Richmond,Vehicle Theft,6
3/1/2015,Wednesday,Southern,Burglary,10
3/1/2015,Wednesday,Southern,Larceny,125
3/1/2015,Wednesday,Southern,Stolen Property,3
3/1/2015,Wednesday,Southern,Vandalism,10
3/1/2015,Wednesday,Southern,Vehicle Theft,5
3/1/2015,Wednesday,Taraval,Burglary,5
3/1/2015,Wednesday,Taraval,Larceny,21
3/1/2015,Wednesday,Taraval,Vandalism,12
3/1/2015,Wednesday,Taraval,Vehicle Theft,8
3/1/2015,Wednesday,Tenderloin,Burglary,3
3/1/2015,Wednesday,Tenderloin,Larceny,22
3/1/2015,Wednesday,Tenderloin,Vandalism,3
3/1/2015,Wednesday,Tenderloin,Vehicle Theft,2
4/1/2015,Friday,Bayview,Burglary,6
4/1/2015,Friday,Bayview,Larceny,25
4/1/2015,Friday,Bayview,Vandalism,7
4/1/2015,Friday,Bayview,Vehicle Theft,13
4/1/2015,Friday,Central,Burglary,15
4/1/2015,Friday,Central,Larceny,77
4/1/2015,Friday,Central,Stolen Property,4
4/1/2015,Friday,Central,Vandalism,15
4/1/2015,Friday,Central,Vehicle Theft,10
4/1/2015,Friday,Ingleside,Arson,1
4/1/2015,Friday,Ingleside,Burglary,11
4/1/2015,Friday,Ingleside,Larceny,18
4/1/2015,Friday,Ingleside,Vandalism,13
4/1/2015,Friday,Ingleside,Vehicle Theft,18
4/1/2015,Friday,Mission,Burglary,8
4/1/2015,Friday,Mission,Larceny,25
4/1/2015,Friday,Mission,Vandalism,12
4/1/2015,Friday,Mission,Vehicle Theft,10
4/1/2015,Friday,Northern,Burglary,9
4/1/2015,Friday,Northern,Larceny,73
4/1/2015,Friday,Northern,Stolen Property,1
4/1/2015,Friday,Northern,Vandalism,8
4/1/2015,Friday,Northern,Vehicle Theft,14
4/1/2015,Friday,Park,Burglary,3
4/1/2015,Friday,Park,Larceny,25
4/1/2015,Friday,Park,Vandalism,7
4/1/2015,Friday,Park,Vehicle Theft,7
4/1/2015,Friday,Richmond,Burglary,4
4/1/2015,Friday,Richmond,Larceny,45
4/1/2015,Friday,Richmond,Stolen Property,1
4/1/2015,Friday,Richmond,Vandalism,7
4/1/2015,Friday,Richmond,Vehicle Theft,8
4/1/2015,Friday,Southern,Arson,1
4/1/2015,Friday,Southern,Burglary,9
4/1/2015,Friday,Southern,Larceny,161
4/1/2015,Friday,Southern,Stolen Property,2
4/1/2015,Friday,Southern,Vandalism,15
4/1/2015,Friday,Southern,Vehicle Theft,13
4/1/2015,Friday,Taraval,Arson,1
4/1/2015,Friday,Taraval,Burglary,10
4/1/2015,Friday,Taraval,Larceny,31
4/1/2015,Friday,Taraval,Vandalism,9
4/1/2015,Friday,Taraval,Vehicle Theft,8
4/1/2015,Friday,Tenderloin,Burglary,3
4/1/2015,Friday,Tenderloin,Larceny,32
4/1/2015,Friday,Tenderloin,Vandalism,4
4/1/2015,Friday,Tenderloin,Vehicle Theft,1
4/1/2015,Monday,Bayview,Arson,1
4/1/2015,Monday,Bayview,Burglary,2
4/1/2015,Monday,Bayview,Larceny,16
4/1/2015,Monday,Bayview,Vandalism,8
4/1/2015,Monday,Bayview,Vehicle Theft,10
4/1/2015,Monday,Central,Arson,1
4/1/2015,Monday,Central,Burglary,9
4/1/2015,Monday,Central,Larceny,68
4/1/2015,Monday,Central,Stolen Property,2
4/1/2015,Monday,Central,Vandalism,13
4/1/2015,Monday,Central,Vehicle Theft,5
4/1/2015,Monday,Ingleside,Burglary,8
4/1/2015,Monday,Ingleside,Larceny,16
4/1/2015,Monday,Ingleside,Vandalism,9
4/1/2015,Monday,Ingleside,Vehicle Theft,18
4/1/2015,Monday,Mission,Burglary,12
4/1/2015,Monday,Mission,Larceny,19
4/1/2015,Monday,Mission,Vandalism,6
4/1/2015,Monday,Mission,Vehicle Theft,12
4/1/2015,Monday,Northern,Burglary,10
4/1/2015,Monday,Northern,Larceny,76
4/1/2015,Monday,Northern,Stolen Property,2
4/1/2015,Monday,Northern,Vandalism,5
4/1/2015,Monday,Northern,Vehicle Theft,10
4/1/2015,Monday,Park,Burglary,7
4/1/2015,Monday,Park,Larceny,26
4/1/2015,Monday,Park,Stolen Property,3
4/1/2015,Monday,Park,Vandalism,1
4/1/2015,Monday,Park,Vehicle Theft,9
4/1/2015,Monday,Richmond,Burglary,4
4/1/2015,Monday,Richmond,Larceny,43
4/1/2015,Monday,Richmond,Stolen Property,1
4/1/2015,Monday,Richmond,Vandalism,6
4/1/2015,Monday,Richmond,Vehicle Theft,7
4/1/2015,Monday,Southern,Arson,1
4/1/2015,Monday,Southern,Burglary,2
4/1/2015,Monday,Southern,Larceny,103
4/1/2015,Monday,Southern,Stolen Property,1
4/1/2015,Monday,Southern,Vandalism,6
4/1/2015,Monday,Southern,Vehicle Theft,9
4/1/2015,Monday,Taraval,Burglary,8
4/1/2015,Monday,Taraval,Larceny,34
4/1/2015,Monday,Taraval,Vandalism,10
4/1/2015,Monday,Taraval,Vehicle Theft,9
4/1/2015,Monday,Tenderloin,Burglary,2
4/1/2015,Monday,Tenderloin,Larceny,16
4/1/2015,Monday,Tenderloin,Vandalism,3
4/1/2015,Saturday,Bayview,Burglary,5
4/1/2015,Saturday,Bayview,Larceny,25
4/1/2015,Saturday,Bayview,Vandalism,13
4/1/2015,Saturday,Bayview,Vehicle Theft,9
4/1/2015,Saturday,Central,Arson,1
4/1/2015,Saturday,Central,Burglary,8
4/1/2015,Saturday,Central,Larceny,89
4/1/2015,Saturday,Central,Stolen Property,1
4/1/2015,Saturday,Central,Vandalism,17
4/1/2015,Saturday,Central,Vehicle Theft,11
4/1/2015,Saturday,Ingleside,Burglary,4
4/1/2015,Saturday,Ingleside,Larceny,27
4/1/2015,Saturday,Ingleside,Vandalism,6
4/1/2015,Saturday,Ingleside,Vehicle Theft,21
4/1/2015,Saturday,Mission,Burglary,10
4/1/2015,Saturday,Mission,Larceny,22
4/1/2015,Saturday,Mission,Stolen Property,3
4/1/2015,Saturday,Mission,Vandalism,4
4/1/2015,Saturday,Mission,Vehicle Theft,16
4/1/2015,Saturday,Northern,Arson,2
4/1/2015,Saturday,Northern,Burglary,6
4/1/2015,Saturday,Northern,Larceny,103
4/1/2015,Saturday,Northern,Stolen Property,3
4/1/2015,Saturday,Northern,Vandalism,9
4/1/2015,Saturday,Northern,Vehicle Theft,16
4/1/2015,Saturday,Park,Burglary,5
4/1/2015,Saturday,Park,Larceny,25
4/1/2015,Saturday,Park,Stolen Property,1
4/1/2015,Saturday,Park,Vandalism,5
4/1/2015,Saturday,Park,Vehicle Theft,4
4/1/2015,Saturday,Richmond,Burglary,9
4/1/2015,Saturday,Richmond,Larceny,18
4/1/2015,Saturday,Richmond,Vandalism,4
4/1/2015,Saturday,Richmond,Vehicle Theft,7
4/1/2015,Saturday,Southern,Burglary,8
4/1/2015,Saturday,Southern,Larceny,144
4/1/2015,Saturday,Southern,Stolen Property,2
4/1/2015,Saturday,Southern,Vandalism,25
4/1/2015,Saturday,Southern,Vehicle Theft,15
4/1/2015,Saturday,Taraval,Burglary,7
4/1/2015,Saturday,Taraval,Larceny,30
4/1/2015,Saturday,Taraval,Vandalism,7
