Date,Weekday,District,Category,Incidents
1/1/2005,Friday,Bayview,Arson,3
1/1/2005,Friday,Bayview,Burglary,12
1/1/2005,Friday,Bayview,Larceny,20
1/1/2005,Friday,Bayview,Stolen Property,1
1/1/2005,Friday,Bayview,Vandalism,9
1/1/2005,Friday,Bayview,Vehicle Theft,27
1/1/2005,Friday,Central,Burglary,16
1/1/2005,Friday,Central,Larceny,35
1/1/2005,Friday,Central,Vandalism,7
1/1/2005,Friday,Central,Vehicle Theft,14
1/1/2005,Friday,Ingleside,Arson,2
1/1/2005,Friday,Ingleside,Burglary,12
1/1/2005,Friday,Ingleside,Larceny,17
1/1/2005,Friday,Ingleside,Stolen Property,2
1/1/2005,Friday,Ingleside,Vandalism,12
1/1/2005,Friday,Ingleside,Vehicle Theft,49
1/1/2005,Friday,Mission,Burglary,10
1/1/2005,Friday,Mission,Larceny,26
1/1/2005,Friday,Mission,Vandalism,10
1/1/2005,Friday,Mission,Vehicle Theft,33
1/1/2005,Friday,Northern,Burglary,16
1/1/2005,Friday,Northern,Larceny,36
1/1/2005,Friday,Northern,Stolen Property,2
1/1/2005,Friday,Northern,Vandalism,5
1/1/2005,Friday,Northern,Vehicle Theft,21
1/1/2005,Friday,Park,Burglary,11
1/1/2005,Friday,Park,Larceny,22
1/1/2005,Friday,Park,Stolen Property,1
1/1/2005,Friday,Park,Vandalism,5
1/1/2005,Friday,Park,Vehicle Theft,22
1/1/2005,Friday,Richmond,Burglary,11
1/1/2005,Friday,Richmond,Larceny,12
1/1/2005,Friday,Richmond,Vandalism,10
1/1/2005,Friday,Richmond,Vehicle Theft,21
1/1/2005,Friday,Southern,Burglary,27
1/1/2005,Friday,Southern,Larceny,68
1/1/2005,Friday,Southern,Stolen Property,4
1/1/2005,Friday,Southern,Vandalism,8
1/1/2005,Friday,Southern,Vehicle Theft,20
1/1/2005,Friday,Taraval,Burglary,12
1/1/2005,Friday,Taraval,Larceny,12
1/1/2005,Friday,Taraval,Vandalism,6
1/1/2005,Friday,Taraval,Vehicle Theft,35
1/1/2005,Friday,Tenderloin,Burglary,2
1/1/2005,Friday,Tenderloin,Larceny,20
1/1/2005,Friday,Tenderloin,Stolen Property,1
1/1/2005,Friday,Tenderloin,Vandalism,2
1/1/2005,Monday,Bayview,Arson,2
1/1/2005,Monday,Bayview,Burglary,7
1/1/2005,Monday,Bayview,Larceny,13
1/1/2005,Monday,Bayview,Stolen Property,2
1/1/2005,Monday,Bayview,Vandalism,8
1/1/2005,Monday,Bayview,Vehicle Theft,35
1/1/2005,Monday,Central,Burglary,11
1/1/2005,Monday,Central,Larceny,29
1/1/2005,Monday,Central,Stolen Property,1
1/1/2005,Monday,Central,Vandalism,6
1/1/2005,Monday,Central,Vehicle Theft,25
1/1/2005,Monday,Ingleside,Burglary,16
1/1/2005,Monday,Ingleside,Larceny,18
1/1/2005,Monday,Ingleside,Stolen Property,1
1/1/2005,Monday,Ingleside,Vandalism,10
1/1/2005,Monday,Ingleside,Vehicle Theft,54
1/1/2005,Monday,Mission,Burglary,18
1/1/2005,Monday,Mission,Larceny,34
1/1/2005,Monday,Mission,Vandalism,6
1/1/2005,Monday,Mission,Vehicle Theft,48
1/1/2005,Monday,Northern,Arson,1
1/1/2005,Monday,Northern,Burglary,14
1/1/2005,Monday,Northern,Larceny,52
1/1/2005,Monday,Northern,Stolen Property,1
1/1/2005,Monday,Northern,Vandalism,9
1/1/2005,Monday,Northern,Vehicle Theft,33
1/1/2005,Monday,Park,Burglary,8
1/1/2005,Monday,Park,Larceny,17
1/1/2005,Monday,Park,Stolen Property,1
1/1/2005,Monday,Park,Vandalism,5
1/1/2005,Monday,Park,Vehicle Theft,14
1/1/2005,Monday,Richmond,Burglary,5
1/1/2005,Monday,Richmond,Larceny,20
1/1/2005,Monday,Richmond,Vandalism,5
1/1/2005,Monday,Richmond,Vehicle Theft,16
1/1/2005,Monday,Southern,Burglary,15
1/1/2005,Monday,Southern,Larceny,67
1/1/2005,Monday,Southern,Vandalism,5
1/1/2005,Monday,Southern,Vehicle Theft,15
1/1/2005,Monday,Taraval,Burglary,11
1/1/2005,Monday,Taraval,Larceny,21
1/1/2005,Monday,Taraval,Vandalism,6
1/1/2005,Monday,Taraval,Vehicle Theft,34
1/1/2005,Monday,Tenderloin,Burglary,3
1/1/2005,Monday,Tenderloin,Larceny,21
1/1/2005,Monday,Tenderloin,Stolen Property,1
1/1/2005,Monday,Tenderloin,Vandalism,3
1/1/2005,Monday,Tenderloin,Vehicle Theft,8
1/1/2005,Saturday,Bayview,Arson,1
1/1/2005,Saturday,Bayview,Burglary,7
1/1/2005,Saturday,Bayview,Larceny,18
1/1/2005,Saturday,Bayview,Vandalism,11
1/1/2005,Saturday,Bayview,Vehicle Theft,30
1/1/2005,Saturday,Central,Burglary,10
1/1/2005,Saturday,Central,Larceny,59
1/1/2005,Saturday,Central,Vandalism,15
1/1/2005,Saturday,Central,Vehicle Theft,16
1/1/2005,Saturday,Ingleside,Burglary,4
1/1/2005,Saturday,Ingleside,Larceny,19
1/1/2005,Saturday,Ingleside,Vandalism,15
1/1/2005,Saturday,Ingleside,Vehicle Theft,20
1/1/2005,Saturday,Mission,Burglary,12
1/1/2005,Saturday,Mission,Larceny,44
1/1/2005,Saturday,Mission,Stolen Property,1
1/1/2005,Saturday,Mission,Vandalism,8
1/1/2005,Saturday,Mission,Vehicle Theft,27
1/1/2005,Saturday,Northern,Burglary,14
1/1/2005,Saturday,Northern,Larceny,64
1/1/2005,Saturday,Northern,Stolen Property,6
1/1/2005,Saturday,Northern,Vandalism,8
1/1/2005,Saturday,Northern,Vehicle Theft,29
1/1/2005,Saturday,Park,Burglary,9
1/1/2005,Saturday,Park,Larceny,20
1/1/2005,Saturday,Park,Vandalism,8
1/1/2005,Saturday,Park,Vehicle Theft,17
1/1/2005,Saturday,Richmond,Burglary,6
1/1/2005,Saturday,Richmond,Larceny,15
1/1/2005,Saturday,Richmond,Vandalism,9
1/1/2005,Saturday,Richmond,Vehicle Theft,18
1/1/2005,Saturday,Southern,Burglary,17
1/1/2005,Saturday,Southern,Larceny,89
1/1/2005,Saturday,Southern,Stolen Property,1
1/1/2005,Saturday,Southern,Vandalism,6
1/1/2005,Saturday,Southern,Vehicle Theft,23
1/1/2005,Saturday,Taraval,Burglary,7
1/1/2005,Saturday,Taraval,Larceny,23
1/1/2005,Saturday,Taraval,Stolen Property,1
1/1/2005,Saturday,Taraval,Vandalism,11
1/1/2005,Saturday,Taraval,Vehicle Theft,54
1/1/2005,Saturday,Tenderloin,Burglary,5
1/1/2005,Saturday,Tenderloin,Larceny,28
1/1/2005,Saturday,Tenderloin,Stolen Property,2
1/1/2005,Saturday,Tenderloin,Vandalism,5
1/1/2005,Saturday,Tenderloin,Vehicle Theft,7
1/1/2005,Sunday,Bayview,Arson,1
1/1/2005,Sunday,Bayview,Burglary,10
1/1/2005,Sunday,Bayview,Larceny,19
1/1/2005,Sunday,Bayview,Vandalism,10
1/1/2005,Sunday,Bayview,Vehicle Theft,39
1/1/2005,Sunday,Central,Burglary,8
1/1/2005,Sunday,Central,Larceny,58
1/1/2005,Sunday,Central,Vandalism,6
1/1/2005,Sunday,Central,Vehicle Theft,14
1/1/2005,Sunday,Ingleside,Arson,1
1/1/2005,Sunday,Ingleside,Burglary,6
1/1/2005,Sunday,Ingleside,Larceny,13
1/1/2005,Sunday,Ingleside,Stolen Property,1
1/1/2005,Sunday,Ingleside,Vandalism,11
1/1/2005,Sunday,Ingleside,Vehicle Theft,37
1/1/2005,Sunday,Mission,Burglary,7
1/1/2005,Sunday,Mission,Larceny,31
1/1/2005,Sunday,Mission,Vandalism,9
1/1/2005,Sunday,Mission,Vehicle Theft,33
1/1/2005,Sunday,Northern,Arson,1
1/1/2005,Sunday,Northern,Burglary,14
1/1/2005,Sunday,Northern,Larceny,42
1/1/2005,Sunday,Northern,Vandalism,18
1/1/2005,Sunday,Northern,Vehicle Theft,35
1/1/2005,Sunday,Park,Burglary,9
1/1/2005,Sunday,Park,Larceny,24
1/1/2005,Sunday,Park,Vandalism,5
1/1/2005,Sunday,Park,Vehicle Theft,12
1/1/2005,Sunday,Richmond,Burglary,8
1/1/2005,Sunday,Richmond,Larceny,11
1/1/2005,Sunday,Richmond,Vandalism,7
1/1/2005,Sunday,Richmond,Vehicle Theft,22
1/1/2005,Sunday,Southern,Arson,2
1/1/2005,Sunday,Southern,Burglary,16
1/1/2005,Sunday,Southern,Larceny,50
1/1/2005,Sunday,Southern,Stolen Property,1
1/1/2005,Sunday,Southern,Vandalism,5
1/1/2005,Sunday,Southern,Vehicle Theft,32
1/1/2005,Sunday,Taraval,Burglary,6
1/1/2005,Sunday,Taraval,Larceny,26
1/1/2005,Sunday,Taraval,Vandalism,8
1/1/2005,Sunday,Taraval,Vehicle Theft,48
1/1/2005,Sunday,Tenderloin,Burglary,6
1/1/2005,Sunday,Tenderloin,Larceny,23
1/1/2005,Sunday,Tenderloin,Stolen Property,1
1/1/2005,Sunday,Tenderloin,Vandalism,1
1/1/2005,Thursday,Bayview,Arson,1
1/1/2005,Thursday,Bayview,Burglary,11
1/1/2005,Thursday,Bayview,Larceny,18
1/1/2005,Thursday,Bayview,Vandalism,13
1/1/2005,Thursday,Bayview,Vehicle Theft,21
1/1/2005,Thursday,Central,Burglary,8
1/1/2005,Thursday,Central,Larceny,20
1/1/2005,Thursday,Central,Vandalism,8
1/1/2005,Thursday,Central,Vehicle Theft,13
1/1/2005,Thursday,Ingleside,Burglary,16
1/1/2005,Thursday,Ingleside,Larceny,22
1/1/2005,Thursday,Ingleside,Stolen Property,2
1/1/2005,Thursday,Ingleside,Vandalism,6
1/1/2005,Thursday,Ingleside,Vehicle Theft,38
1/1/2005,Thursday,Mission,Burglary,8
1/1/2005,Thursday,Mission,Larceny,29
1/1/2005,Thursday,Mission,Vandalism,8
1/1/2005,Thursday,Mission,Vehicle Theft,16
1/1/2005,Thursday,Northern,Burglary,19
1/1/2005,Thursday,Northern,Larceny,48
1/1/2005,Thursday,Northern,Vandalism,4
1/1/2005,Thursday,Northern,Vehicle Theft,19
1/1/2005,Thursday,Park,Arson,2
1/1/2005,Thursday,Park,Burglary,6
1/1/2005,Thursday,Park,Larceny,10
1/1/2005,Thursday,Park,Vandalism,3
1/1/2005,Thursday,Park,Vehicle Theft,16
1/1/2005,Thursday,Richmond,Burglary,8
1/1/2005,Thursday,Richmond,Larceny,12
1/1/2005,Thursday,Richmond,Vandalism,5
1/1/2005,Thursday,Richmond,Vehicle Theft,14
1/1/2005,Thursday,Southern,Burglary,15
1/1/2005,Thursday,Southern,Larceny,71
1/1/2005,Thursday,Southern,Stolen Property,4
1/1/2005,Thursday,Southern,Vandalism,10
1/1/2005,Thursday,Southern,Vehicle Theft,19
1/1/2005,Thursday,Taraval,Burglary,10
1/1/2005,Thursday,Taraval,Larceny,22
1/1/2005,Thursday,Taraval,Stolen Property,1
1/1/2005,Thursday,Taraval,Vandalism,2
1/1/2005,Thursday,Taraval,Vehicle Theft,30
1/1/2005,Thursday,Tenderloin,Burglary,5
1/1/2005,Thursday,Tenderloin,Larceny,31
1/1/2005,Thursday,Tenderloin,Stolen Property,1
1/1/2005,Thursday,Tenderloin,Vandalism,4
1/1/2005,Thursday,Tenderloin,Vehicle Theft,3
1/1/2005,Tuesday,Bayview,Burglary,15
1/1/2005,Tuesday,Bayview,Larceny,16
1/1/2005,Tuesday,Bayview,Stolen Property,1
1/1/2005,Tuesday,Bayview,Vandalism,5
1/1/2005,Tuesday,Bayview,Vehicle Theft,30
1/1/2005,Tuesday,Central,Burglary,12
1/1/2005,Tuesday,Central,Larceny,40
1/1/2005,Tuesday,Central,Vandalism,5
1/1/2005,Tuesday,Central,Vehicle Theft,10
1/1/2005,Tuesday,Ingleside,Burglary,13
1/1/2005,Tuesday,Ingleside,Larceny,17
1/1/2005,Tuesday,Ingleside,Stolen Property,1
1/1/2005,Tuesday,Ingleside,Vandalism,9
1/1/2005,Tuesday,Ingleside,Vehicle Theft,34
1/1/2005,Tuesday,Mission,Burglary,10
1/1/2005,Tuesday,Mission,Larceny,22
1/1/2005,Tuesday,Mission,Vandalism,6
1/1/2005,Tuesday,Mission,Vehicle Theft,48
1/1/2005,Tuesday,Northern,Burglary,10
1/1/2005,Tuesday,Northern,Larceny,55
1/1/2005,Tuesday,Northern,Stolen Property,3
1/1/2005,Tuesday,Northern,Vandalism,5
1/1/2005,Tuesday,Northern,Vehicle Theft,28
1/1/2005,Tuesday,Park,Burglary,7
1/1/2005,Tuesday,Park,Larceny,18
1/1/2005,Tuesday,Park,Vandalism,7
1/1/2005,Tuesday,Park,Vehicle Theft,16
1/1/2005,Tuesday,Richmond,Arson,1
1/1/2005,Tuesday,Richmond,Burglary,6
1/1/2005,Tuesday,Richmond,Larceny,10
1/1/2005,Tuesday,Richmond,Stolen Property,1
1/1/2005,Tuesday,Richmond,Vandalism,1
1/1/2005,Tuesday,Richmond,Vehicle Theft,13
1/1/2005,Tuesday,Southern,Burglary,14
1/1/2005,Tuesday,Southern,Larceny,51
1/1/2005,Tuesday,Southern,Stolen Property,1
1/1/2005,Tuesday,Southern,Vandalism,9
1/1/2005,Tuesday,Southern,Vehicle Theft,21
1/1/2005,Tuesday,Taraval,Burglary,7
1/1/2005,Tuesday,Taraval,Larceny,14
1/1/2005,Tuesday,Taraval,Vandalism,5
1/1/2005,Tuesday,Taraval,Vehicle Theft,20
1/1/2005,Tuesday,Tenderloin,Burglary,3
1/1/2005,Tuesday,Tenderloin,Larceny,18
1/1/2005,Tuesday,Tenderloin,Vandalism,2
1/1/2005,Tuesday,Tenderloin,Vehicle Theft,5
1/1/2005,Wednesday,Bayview,Burglary,7
1/1/2005,Wednesday,Bayview,Larceny,11
1/1/2005,Wednesday,Bayview,Stolen Property,1
1/1/2005,Wednesday,Bayview,Vandalism,13
1/1/2005,Wednesday,Bayview,Vehicle Theft,18
1/1/2005,Wednesday,Central,Burglary,14
1/1/2005,Wednesday,Central,Larceny,39
1/1/2005,Wednesday,Central,Vandalism,7
1/1/2005,Wednesday,Central,Vehicle Theft,14
1/1/2005,Wednesday,Ingleside,Arson,1
1/1/2005,Wednesday,Ingleside,Burglary,10
1/1/2005,Wednesday,Ingleside,Larceny,19
1/1/2005,Wednesday,Ingleside,Stolen Property,1
1/1/2005,Wednesday,Ingleside,Vandalism,11
1/1/2005,Wednesday,Ingleside,Vehicle Theft,44
1/1/2005,Wednesday,Mission,Arson,1
1/1/2005,Wednesday,Mission,Burglary,8
1/1/2005,Wednesday,Mission,Larceny,28
1/1/2005,Wednesday,Mission,Stolen Property,1
1/1/2005,Wednesday,Mission,Vandalism,3
1/1/2005,Wednesday,Mission,Vehicle Theft,52
1/1/2005,Wednesday,Northern,Burglary,11
1/1/2005,Wednesday,Northern,Larceny,42
1/1/2005,Wednesday,Northern,Vandalism,6
1/1/2005,Wednesday,Northern,Vehicle Theft,16
1/1/2005,Wednesday,Park,Burglary,2
1/1/2005,Wednesday,Park,Larceny,12
1/1/2005,Wednesday,Park,Vandalism,3
1/1/2005,Wednesday,Park,Vehicle Theft,10
1/1/2005,Wednesday,Richmond,Burglary,4
1/1/2005,Wednesday,Richmond,Larceny,18
1/1/2005,Wednesday,Richmond,Stolen Property,1
1/1/2005,Wednesday,Richmond,Vandalism,8
1/1/2005,Wednesday,Richmond,Vehicle Theft,22
1/1/2005,Wednesday,Southern,Arson,1
1/1/2005,Wednesday,Southern,Burglary,10
1/1/2005,Wednesday,Southern,Larceny,57
1/1/2005,Wednesday,Southern,Stolen Property,1
1/1/2005,Wednesday,Southern,Vandalism,8
1/1/2005,Wednesday,Southern,Vehicle Theft,11
1/1/2005,Wednesday,Taraval,Burglary,7
1/1/2005,Wednesday,Taraval,Larceny,18
1/1/2005,Wednesday,Taraval,Stolen Property,2
1/1/2005,Wednesday,Taraval,Vandalism,2
1/1/2005,Wednesday,Taraval,Vehicle Theft,42
1/1/2005,Wednesday,Tenderloin,Burglary,4
1/1/2005,Wednesday,Tenderloin,Larceny,14
1/1/2005,Wednesday,Tenderloin,Stolen Property,2
1/1/2005,Wednesday,Tenderloin,Vandalism,2
1/1/2005,Wednesday,Tenderloin,Vehicle Theft,5
2/1/2005,Friday,Bayview,Burglary,9
2/1/2005,Friday,Bayview,Larceny,13
2/1/2005,Friday,Bayview,Stolen Property,1
2/1/2005,Friday,Bayview,Vandalism,8
2/1/2005,Friday,Bayview,Vehicle Theft,34
2/1/2005,Friday,Central,Burglary,18
2/1/2005,Friday,Central,Larceny,46
2/1/2005,Friday,Central,Vandalism,10
2/1/2005,Friday,Central,Vehicle Theft,12
2/1/2005,Friday,Ingleside,Burglary,4
2/1/2005,Friday,Ingleside,Larceny,16
2/1/2005,Friday,Ingleside,Vandalism,9
2/1/2005,Friday,Ingleside,Vehicle Theft,43
2/1/2005,Friday,Mission,Burglary,11
2/1/2005,Friday,Mission,Larceny,31
2/1/2005,Friday,Mission,Vandalism,13
2/1/2005,Friday,Mission,Vehicle Theft,32
2/1/2005,Friday,Northern,Burglary,16
2/1/2005,Friday,Northern,Larceny,51
2/1/2005,Friday,Northern,Vandalism,7
2/1/2005,Friday,Northern,Vehicle Theft,29
2/1/2005,Friday,Park,Burglary,7
2/1/2005,Friday,Park,Larceny,9
2/1/2005,Friday,Park,Vandalism,3
2/1/2005,Friday,Park,Vehicle Theft,10
2/1/2005,Friday,Richmond,Arson,1
2/1/2005,Friday,Richmond,Burglary,9
2/1/2005,Friday,Richmond,Larceny,12
2/1/2005,Friday,Richmond,Stolen Property,1
2/1/2005,Friday,Richmond,Vandalism,10
2/1/2005,Friday,Richmond,Vehicle Theft,18
2/1/2005,Friday,Southern,Arson,2
2/1/2005,Friday,Southern,Burglary,15
2/1/2005,Friday,Southern,Larceny,49
2/1/2005,Friday,Southern,Vandalism,12
2/1/2005,Friday,Southern,Vehicle Theft,21
2/1/2005,Friday,Taraval,Burglary,11
2/1/2005,Friday,Taraval,Larceny,18
2/1/2005,Friday,Taraval,Vandalism,7
2/1/2005,Friday,Taraval,Vehicle Theft,23
2/1/2005,Friday,Tenderloin,Arson,1
2/1/2005,Friday,Tenderloin,Burglary,3
2/1/2005,Friday,Tenderloin,Larceny,14
2/1/2005,Friday,Tenderloin,Vandalism,2
2/1/2005,Friday,Tenderloin,Vehicle Theft,4
2/1/2005,Monday,Bayview,Arson,1
2/1/2005,Monday,Bayview,Burglary,9
2/1/2005,Monday,Bayview,Larceny,14
2/1/2005,Monday,Bayview,Vandalism,9
2/1/2005,Monday,Bayview,Vehicle Theft,24
2/1/2005,Monday,Central,Burglary,13
2/1/2005,Monday,Central,Larceny,37
2/1/2005,Monday,Central,Stolen Property,1
2/1/2005,Monday,Central,Vandalism,5
2/1/2005,Monday,Central,Vehicle Theft,12
2/1/2005,Monday,Ingleside,Arson,1
2/1/2005,Monday,Ingleside,Burglary,5
2/1/2005,Monday,Ingleside,Larceny,16
2/1/2005,Monday,Ingleside,Vandalism,3
2/1/2005,Monday,Ingleside,Vehicle Theft,21
2/1/2005,Monday,Mission,Burglary,10
2/1/2005,Monday,Mission,Larceny,25
2/1/2005,Monday,Mission,Vandalism,5
2/1/2005,Monday,Mission,Vehicle Theft,25
2/1/2005,Monday,Northern,Burglary,9
2/1/2005,Monday,Northern,Larceny,33
2/1/2005,Monday,Northern,Stolen Property,3
2/1/2005,Monday,Northern,Vandalism,4
2/1/2005,Monday,Northern,Vehicle Theft,16
2/1/2005,Monday,Park,Burglary,6
2/1/2005,Monday,Park,Larceny,14
2/1/2005,Monday,Park,Vandalism,3
2/1/2005,Monday,Park,Vehicle Theft,14
2/1/2005,Monday,Richmond,Burglary,8
2/1/2005,Monday,Richmond,Larceny,11
2/1/2005,Monday,Richmond,Vandalism,4
2/1/2005,Monday,Richmond,Vehicle Theft,19
2/1/2005,Monday,Southern,Arson,1
2/1/2005,Monday,Southern,Burglary,17
2/1/2005,Monday,Southern,Larceny,51
2/1/2005,Monday,Southern,Vandalism,9
2/1/2005,Monday,Southern,Vehicle Theft,13
2/1/2005,Monday,Taraval,Burglary,4
2/1/2005,Monday,Taraval,Larceny,17
2/1/2005,Monday,Taraval,Stolen Property,2
2/1/2005,Monday,Taraval,Vandalism,2
2/1/2005,Monday,Taraval,Vehicle Theft,32
2/1/2005,Monday,Tenderloin,Burglary,3
2/1/2005,Monday,Tenderloin,Larceny,13
2/1/2005,Monday,Tenderloin,Vandalism,1
2/1/2005,Monday,Tenderloin,Vehicle Theft,3
2/1/2005,Saturday,Bayview,Burglary,4
2/1/2005,Saturday,Bayview,Larceny,12
2/1/2005,Saturday,Bayview,Vandalism,12
2/1/2005,Saturday,Bayview,Vehicle Theft,31
2/1/2005,Saturday,Central,Burglary,9
2/1/2005,Saturday,Central,Larceny,34
2/1/2005,Saturday,Central,Stolen Property,2
2/1/2005,Saturday,Central,Vandalism,7
2/1/2005,Saturday,Central,Vehicle Theft,19
2/1/2005,Saturday,Ingleside,Arson,1
2/1/2005,Saturday,Ingleside,Burglary,3
2/1/2005,Saturday,Ingleside,Larceny,9
2/1/2005,Saturday,Ingleside,Stolen Property,1
2/1/2005,Saturday,Ingleside,Vandalism,9
2/1/2005,Saturday,Ingleside,Vehicle Theft,23
2/1/2005,Saturday,Mission,Burglary,4
2/1/2005,Saturday,Mission,Larceny,23
2/1/2005,Saturday,Mission,Stolen Property,1
2/1/2005,Saturday,Mission,Vandalism,8
2/1/2005,Saturday,Mission,Vehicle Theft,19
2/1/2005,Saturday,Northern,Burglary,9
2/1/2005,Saturday,Northern,Larceny,33
2/1/2005,Saturday,Northern,Vandalism,8
2/1/2005,Saturday,Northern,Vehicle Theft,24
2/1/2005,Saturday,Park,Burglary,4
2/1/2005,Saturday,Park,Larceny,12
2/1/2005,Saturday,Park,Stolen Property,1
2/1/2005,Saturday,Park,Vandalism,2
2/1/2005,Saturday,Park,Vehicle Theft,5
2/1/2005,Saturday,Richmond,Burglary,8
2/1/2005,Saturday,Richmond,Larceny,14
2/1/2005,Saturday,Richmond,Vandalism,5
2/1/2005,Saturday,Richmond,Vehicle Theft,21
2/1/2005,Saturday,Southern,Burglary,9
2/1/2005,Saturday,Southern,Larceny,59
2/1/2005,Saturday,Southern,Vandalism,14
2/1/2005,Saturday,Southern,Vehicle Theft,27
2/1/2005,Saturday,Taraval,Burglary,5
2/1/2005,Saturday,Taraval,Larceny,15
2/1/2005,Saturday,Taraval,Vandalism,3
2/1/2005,Saturday,Taraval,Vehicle Theft,26
2/1/2005,Saturday,Tenderloin,Burglary,5
2/1/2005,Saturday,Tenderloin,Larceny,23
2/1/2005,Saturday,Tenderloin,Stolen Property,1
2/1/2005,Saturday,Tenderloin,Vehicle Theft,2
2/1/2005,Sunday,Bayview,Arson,1
2/1/2005,Sunday,Bayview,Burglary,4
2/1/2005,Sunday,Bayview,Larceny,13
2/1/2005,Sunday,Bayview,Stolen Property,1
2/1/2005,Sunday,Bayview,Vandalism,4
2/1/2005,Sunday,Bayview,Vehicle Theft,15
2/1/2005,Sunday,Central,Burglary,6
2/1/2005,Sunday,Central,Larceny,26
2/1/2005,Sunday,Central,Stolen Property,1
2/1/2005,Sunday,Central,Vandalism,7
2/1/2005,Sunday,Central,Vehicle Theft,28
2/1/2005,Sunday,Ingleside,Arson,1
2/1/2005,Sunday,Ingleside,Burglary,6
2/1/2005,Sunday,Ingleside,Larceny,15
2/1/2005,Sunday,Ingleside,Stolen Property,3
2/1/2005,Sunday,Ingleside,Vandalism,6
2/1/2005,Sunday,Ingleside,Vehicle Theft,35
2/1/2005,Sunday,Mission,Arson,1
2/1/2005,Sunday,Mission,Burglary,9
2/1/2005,Sunday,Mission,Larceny,24
2/1/2005,Sunday,Mission,Vandalism,6
2/1/2005,Sunday,Mission,Vehicle Theft,35
2/1/2005,Sunday,Northern,Burglary,7
2/1/2005,Sunday,Northern,Larceny,48
2/1/2005,Sunday,Northern,Vandalism,8
2/1/2005,Sunday,Northern,Vehicle Theft,19
2/1/2005,Sunday,Park,Arson,1
2/1/2005,Sunday,Park,Burglary,5
2/1/2005,Sunday,Park,Larceny,12
2/1/2005,Sunday,Park,Vandalism,5
2/1/2005,Sunday,Park,Vehicle Theft,4
2/1/2005,Sunday,Richmond,Burglary,5
2/1/2005,Sunday,Richmond,Larceny,10
2/1/2005,Sunday,Richmond,Vandalism,7
2/1/2005,Sunday,Richmond,Vehicle Theft,17
2/1/2005,Sunday,Southern,Burglary,11
2/1/2005,Sunday,Southern,Larceny,43
2/1/2005,Sunday,Southern,Stolen Property,1
2/1/2005,Sunday,Southern,Vandalism,18
2/1/2005,Sunday,Southern,Vehicle Theft,11
2/1/2005,Sunday,Taraval,Burglary,2
2/1/2005,Sunday,Taraval,Larceny,25
2/1/2005,Sunday,Taraval,Vandalism,11
2/1/2005,Sunday,Taraval,Vehicle Theft,16
2/1/2005,Sunday,Tenderloin,Burglary,3
2/1/2005,Sunday,Tenderloin,Larceny,12
2/1/2005,Sunday,Tenderloin,Stolen Property,1
2/1/2005,Sunday,Tenderloin,Vandalism,1
2/1/2005,Sunday,Tenderloin,Vehicle Theft,1
2/1/2005,Thursday,Bayview,Burglary,8
2/1/2005,Thursday,Bayview,Larceny,11
2/1/2005,Thursday,Bayview,Stolen Property,2
2/1/2005,Thursday,Bayview,Vandalism,14
2/1/2005,Thursday,Bayview,Vehicle Theft,18
2/1/2005,Thursday,Central,Burglary,14
2/1/2005,Thursday,Central,Larceny,34
2/1/2005,Thursday,Central,Stolen Property,2
2/1/2005,Thursday,Central,Vandalism,7
2/1/2005,Thursday,Central,Vehicle Theft,8
2/1/2005,Thursday,Ingleside,Arson,1
2/1/2005,Thursday,Ingleside,Burglary,14
2/1/2005,Thursday,Ingleside,Larceny,18
2/1/2005,Thursday,Ingleside,Vandalism,7
2/1/2005,Thursday,Ingleside,Vehicle Theft,37
2/1/2005,Thursday,Mission,Burglary,6
2/1/2005,Thursday,Mission,Larceny,33
2/1/2005,Thursday,Mission,Stolen Property,1
2/1/2005,Thursday,Mission,Vandalism,9
2/1/2005,Thursday,Mission,Vehicle Theft,27
2/1/2005,Thursday,Northern,Burglary,11
2/1/2005,Thursday,Northern,Larceny,45
2/1/2005,Thursday,Northern,Stolen Property,1
2/1/2005,Thursday,Northern,Vandalism,4
2/1/2005,Thursday,Northern,Vehicle Theft,13
2/1/2005,Thursday,Park,Burglary,3
2/1/2005,Thursday,Park,Larceny,7
2/1/2005,Thursday,Park,Vandalism,9
2/1/2005,Thursday,Park,Vehicle Theft,21
2/1/2005,Thursday,Richmond,Burglary,5
2/1/2005,Thursday,Richmond,Larceny,21
2/1/2005,Thursday,Richmond,Stolen Property,1
2/1/2005,Thursday,Richmond,Vandalism,2
2/1/2005,Thursday,Richmond,Vehicle Theft,16
2/1/2005,Thursday,Southern,Burglary,16
2/1/2005,Thursday,Southern,Larceny,64
2/1/2005,Thursday,Southern,Stolen Property,1
2/1/2005,Thursday,Southern,Vandalism,8
2/1/2005,Thursday,Southern,Vehicle Theft,9
2/1/2005,Thursday,Taraval,Burglary,7
2/1/2005,Thursday,Taraval,Larceny,20
2/1/2005,Thursday,Taraval,Vandalism,3
2/1/2005,Thursday,Taraval,Vehicle Theft,34
2/1/2005,Thursday,Tenderloin,Burglary,1
2/1/2005,Thursday,Tenderloin,Larceny,12
2/1/2005,Thursday,Tenderloin,Stolen Property,1
2/1/2005,Thursday,Tenderloin,Vandalism,3
2/1/2005,Thursday,Tenderloin,Vehicle Theft,4
2/1/2005,Tuesday,Bayview,Burglary,11
2/1/2005,Tuesday,Bayview,Larceny,15
2/1/2005,Tuesday,Bayview,Stolen Property,1
2/1/2005,Tuesday,Bayview,Vandalism,8
